,Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6460,0.0,0.0,318.75,0.0,0.004166667,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,True
6461,0.0,0.0,880.0,0.0,0.05,0.0,0.0,May,2,2,7,1,Returning_Visitor,True,False
6462,578.5,913.0,699.5,0.0,0.005896806,22.58886486,0.0,May,2,2,3,4,Returning_Visitor,True,True
6463,89.0,0.0,1175.5,0.0,0.0125,9.74025,0.0,May,1,1,3,4,New_Visitor,True,True
6464,84.75,0.0,962.9011905,0.004444444,0.01212963,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,False,False
6465,81.83333333,0.0,166.5,0.0,0.015384615,0.0,0.0,Nov,2,2,3,3,New_Visitor,False,False
6466,4.0,0.0,957.9,0.025,0.032638889,22.74458333,0.4,May,3,2,6,13,Returning_Visitor,False,True
6467,303.2,0.0,181.0666667,0.0,0.016666667,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,True,False
6468,0.0,0.0,777.1166667,0.0,0.015104167,0.0,0.0,Nov,2,2,6,2,New_Visitor,True,False
6469,0.0,8.0,1093.154762,0.0,0.001428571,0.0,0.0,May,1,1,6,4,Returning_Visitor,False,False
6470,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,2,2,1,13,Returning_Visitor,False,False
6471,0.0,0.0,61.75,0.0,0.066666667,0.0,0.0,Nov,2,10,1,3,Returning_Visitor,False,False
6472,0.0,0.0,14.0,0.0,0.05,0.0,0.0,May,1,1,3,2,Returning_Visitor,True,False
6473,1307.675,132.6666667,27009.85943,0.004385217,0.014593571,8.4031637,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
6474,0.0,0.0,1186.6,0.02,0.08,0.0,0.0,Aug,2,5,1,3,Returning_Visitor,False,False
6475,124.4,7.0,294.6,0.0,0.02,0.0,0.0,June,3,2,6,11,New_Visitor,False,False
6476,42.0,47.0,1994.5,0.012222222,0.026587302,0.0,0.0,May,2,2,7,4,Returning_Visitor,False,False
6477,96.625,0.0,1883.725,0.0,0.019047619,0.0,0.0,Nov,2,2,9,13,Returning_Visitor,False,False
6478,189.2215153,22.5,4033.471998,0.007402653,0.013739852,24.02645488,0.0,May,3,2,9,13,Returning_Visitor,True,True
6479,80.0,141.75,3573.472222,0.003773585,0.012006861,34.85660705,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
6480,0.0,0.0,113.0,0.022222222,0.055555556,0.0,0.4,May,2,2,1,3,Returning_Visitor,False,False
6481,1592.916667,146.6666667,1722.583333,0.0,0.031578947,0.0,0.0,Nov,4,1,3,8,New_Visitor,False,True
6482,0.0,0.0,534.9166667,0.0,0.02125,0.0,0.0,May,2,2,7,3,Returning_Visitor,False,False
6483,0.0,0.0,4766.021032,0.0,0.009213483,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
6484,37.0,16.0,463.5,0.0,0.004545455,0.0,0.0,May,2,5,1,6,Returning_Visitor,False,False
6485,268.5,0.0,407.5,0.0,0.0275,0.0,0.0,Dec,3,2,3,8,Returning_Visitor,False,False
6486,0.0,67.5,2028.172619,0.004347826,0.020652174,0.0,0.0,Dec,4,1,6,2,Returning_Visitor,False,False
6487,0.0,0.0,5389.883333,0.009565217,0.020786749,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,False,False
6488,0.0,0.0,0.0,0.2,0.2,0.0,0.4,Feb,2,2,3,4,Returning_Visitor,False,False
6489,103.0,0.0,831.6666667,0.03030303,0.042121212,0.0,0.0,May,3,2,6,13,Returning_Visitor,False,False
6490,0.0,0.0,85.0,0.0,0.075,0.0,0.6,May,2,2,3,4,Returning_Visitor,False,False
6491,15.0,0.0,1412.270833,0.004347826,0.015483092,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
6492,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,3,2,4,11,Returning_Visitor,True,False
6493,275.74,64.4,273.7066667,0.0,0.0084,16.37978199,0.0,Oct,2,2,1,2,Returning_Visitor,False,False
6494,0.0,0.0,1483.0,0.007894737,0.021754386,0.0,1.0,May,1,1,3,7,Returning_Visitor,True,False
6495,64.58333333,0.0,1334.083333,0.0,0.005405405,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
6496,0.0,0.0,82.0,0.0,0.05,0.0,0.0,Nov,2,2,4,1,Returning_Visitor,False,False
6497,0.0,0.0,81.66666667,0.0,0.066666667,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,True,False
6498,5.0,0.0,1342.5,0.01,0.02,0.0,0.0,May,3,2,2,2,Returning_Visitor,False,False
6499,45.0,0.0,1610.916667,0.0,0.007142857,0.0,0.0,Mar,1,1,1,3,New_Visitor,True,False
6500,145.0,199.0,1834.166667,0.0,0.006734694,49.47040982,0.0,Mar,2,5,3,2,Returning_Visitor,False,True
6501,76.6,0.0,3872.716667,0.0,0.002702703,0.0,0.0,Aug,2,2,3,2,New_Visitor,False,False
6502,67.5,0.0,873.64,0.0,0.006785714,0.0,0.0,Sep,3,2,1,6,Returning_Visitor,False,False
6503,110.95,0.0,448.25,0.024,0.043333333,0.0,0.0,Nov,3,2,8,11,Returning_Visitor,False,False
6504,40.25,0.0,766.25,0.008333333,0.025,24.07951908,0.0,Dec,1,1,2,8,Returning_Visitor,True,True
6505,0.0,0.0,3177.791667,0.005970149,0.011488014,0.0,0.0,May,2,4,4,4,Returning_Visitor,False,False
6506,0.0,0.0,280.2,0.0,0.033333333,19.50605707,0.0,Aug,1,1,4,2,New_Visitor,False,True
6507,0.0,0.0,0.0,0.2,0.2,0.0,0.2,May,3,2,1,13,Returning_Visitor,False,False
6508,261.5,406.0,3121.283333,0.002857143,0.010935374,13.71812571,0.4,May,3,2,3,6,Returning_Visitor,False,False
6509,64.5,0.0,671.625,0.0,0.030625,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,True,False
6510,0.0,0.0,1194.75,0.0,0.026315789,0.0,0.0,Nov,2,2,1,8,Returning_Visitor,True,True
6511,0.0,0.0,274.3,0.0,0.06,0.0,0.0,June,2,2,4,3,Returning_Visitor,False,False
6512,0.0,0.0,293.4166667,0.0,0.013461538,0.0,0.0,Nov,3,2,3,10,Returning_Visitor,True,False
6513,122.875,0.0,250.0357143,0.0,0.03974359,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
6514,137.0,0.0,185.4,0.0,0.028571429,44.89345937,0.0,Oct,2,2,7,4,Returning_Visitor,False,True
6515,192.9204545,114.5,1394.236526,0.0,0.003030303,63.64653548,0.0,Dec,2,2,7,2,Returning_Visitor,False,True
6516,0.0,0.0,499.0,0.0,0.018181818,0.0,0.0,Dec,4,1,1,2,Returning_Visitor,False,False
6517,0.0,0.0,1089.0,0.006896552,0.013793103,0.0,0.0,Mar,1,6,1,1,Returning_Visitor,False,False
6518,0.0,0.0,695.5,0.0,0.1,0.0,0.0,Nov,2,2,4,1,Returning_Visitor,False,False
6519,0.0,0.0,108.0,0.0,0.04,0.0,0.0,May,4,1,3,4,Returning_Visitor,False,False
6520,0.0,0.0,350.375,0.018181818,0.011688312,0.0,0.0,Nov,3,2,3,2,New_Visitor,False,False
6521,236.25,0.0,1955.783333,0.0,0.002439024,21.07980488,0.0,May,1,1,6,2,Returning_Visitor,False,True
6522,100.0965368,0.0,6141.432139,0.013593814,0.030060022,0.0,0.2,May,3,2,1,1,Returning_Visitor,False,False
6523,0.0,0.0,242.0833333,0.014285714,0.023809524,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
6524,314.0833333,27.0,6560.00754,0.0,0.006376263,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
6525,0.0,1.5,1368.484848,0.015909091,0.053636364,0.0,0.6,May,1,1,1,2,Returning_Visitor,False,False
6526,77.5,0.0,1361.780952,0.0,0.014003044,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,False,False
6527,0.0,0.0,58.5,0.0,0.066666667,0.0,0.0,Dec,3,2,8,13,Returning_Visitor,False,False
6528,0.0,0.0,108.25,0.0,0.028571429,0.0,0.0,Dec,2,2,7,2,New_Visitor,True,False
6529,47.0,0.0,1743.366667,0.0,0.016410256,78.93483561,0.0,Mar,3,3,2,1,Returning_Visitor,False,True
6530,0.0,0.0,86.0,0.0,0.05,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False
6531,1145.25,91.30357143,2756.19246,0.0,0.01765792,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,False
6532,0.0,0.0,456.15,0.121621622,0.131891892,0.0,0.0,Jul,3,2,1,3,Returning_Visitor,True,False
6533,0.0,0.0,4293.4,0.041176471,0.064705882,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
6534,0.0,0.0,22.0,0.0,0.066666667,0.0,0.6,Feb,1,1,3,2,Returning_Visitor,False,False
6535,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False
6536,200.5833333,86.0,1476.5,0.040096618,0.059661836,1.680318841,0.8,May,2,6,5,1,Returning_Visitor,False,False
6537,175.9345238,54.5,6606.783899,0.00373444,0.015020196,8.896836973,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
6538,56.6,0.0,1058.338095,0.0,0.007142857,37.21183634,0.0,Nov,2,2,1,3,Returning_Visitor,False,True
6539,377.5128205,265.0,2062.890972,0.014009662,0.026580162,1.70506715,0.0,Mar,1,1,4,2,Returning_Visitor,False,True
6540,295.2,56.9,1242.063095,0.004545455,0.020707071,0.0,0.0,Oct,2,2,3,1,Returning_Visitor,False,False
6541,73.6,0.0,104.95,0.0,0.001851852,0.0,0.0,Oct,3,2,3,2,Returning_Visitor,True,False
6542,0.0,889.5,784.0833333,0.025,0.046875,0.0,0.0,Dec,2,2,6,13,Returning_Visitor,False,False
6543,0.0,0.0,952.5333333,0.0,0.01,91.246,0.0,May,2,4,1,3,New_Visitor,False,True
6544,206.03,0.0,3778.345,0.010687023,0.024611656,2.169469761,0.0,Oct,2,2,1,3,Returning_Visitor,False,True
6545,70.0,0.0,2635.61627,0.0,0.003389831,0.0,0.6,May,1,8,1,3,Returning_Visitor,False,False
6546,0.0,0.0,90.8,0.0,0.025,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,True,False
6547,15.75,0.0,11231.41012,0.002472799,0.013233522,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
6548,0.0,6.0,162.625,0.0,0.022222222,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
6549,211.0,58.0,3424.583333,0.001315789,0.015,0.0,0.0,Mar,2,2,5,3,Returning_Visitor,True,False
6550,179.0,0.0,163.0,0.0,0.04,0.0,0.0,May,1,1,3,2,New_Visitor,False,False
6551,55.5,0.0,26.0,0.0,0.06,0.0,0.0,Dec,1,2,9,3,Returning_Visitor,True,True
6552,0.0,0.0,1134.5,0.066459627,0.102717391,0.0,0.8,May,2,5,1,11,Returning_Visitor,False,False
6553,0.0,0.0,709.75,0.029166667,0.043055556,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
6554,340.9333333,0.0,1076.861905,0.0,0.014942529,11.9331881,0.0,Dec,1,1,1,8,New_Visitor,True,False
6555,214.6,34.4,165.2,0.0,0.033333333,0.0,0.0,Jul,2,2,7,2,Returning_Visitor,False,False
6556,54.5,0.0,2891.744571,0.013235294,0.023901833,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
6557,779.0,0.0,1386.35,0.016666667,0.02747619,6.344631767,0.0,Aug,1,2,1,4,Returning_Visitor,False,False
6558,0.0,0.0,209.8333333,0.002173913,0.030434783,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
6559,351.0833333,131.0,3271.030448,0.0,0.005527012,13.78150822,0.0,Nov,1,1,2,4,Returning_Visitor,False,False
6560,793.5,0.0,2440.473611,0.00625,0.014867424,12.58179402,0.0,Nov,3,2,9,2,Returning_Visitor,True,False
6561,294.0,0.0,639.0,0.0,0.018181818,0.0,0.0,Dec,2,4,9,10,Returning_Visitor,False,False
6562,0.0,0.0,606.7857143,0.017647059,0.040441176,0.0,0.4,May,1,1,1,3,Returning_Visitor,False,False
6563,53.75,0.0,1130.80754,0.019047619,0.018783069,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
6564,0.0,0.0,260.0,0.008333333,0.025,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,True,False
6565,0.0,0.0,665.4722222,0.0,0.0145,0.0,0.8,Feb,3,2,7,4,Returning_Visitor,True,False
6566,76.6,0.0,1932.716667,0.0,0.025196078,0.0,0.0,Aug,2,2,4,13,Returning_Visitor,False,False
6567,114.08,0.0,747.48,0.041463415,0.052845528,0.0,0.0,Jul,2,10,3,3,Returning_Visitor,False,False
6568,0.0,121.25,3296.602091,0.00326087,0.017287492,0.0,0.0,Dec,1,1,4,2,Returning_Visitor,False,False
6569,0.0,0.0,980.5666667,0.0,0.011111111,78.56959864,0.0,Sep,2,2,5,2,New_Visitor,False,True
6570,0.0,0.0,569.75,0.029411765,0.054621849,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
6571,0.0,0.0,247.0,0.0,0.016666667,0.0,0.0,Dec,8,1,3,1,Returning_Visitor,True,False
6572,75.0,0.0,1773.375,0.011764706,0.030392157,28.11635484,0.0,Nov,2,2,1,13,Returning_Visitor,False,True
6573,106.9,0.0,7442.388149,0.012735849,0.028901336,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,False,False
6574,0.0,0.0,472.9952381,0.015384615,0.030769231,0.0,0.0,May,2,4,2,3,Returning_Visitor,True,False
6575,0.0,0.0,361.0,0.0,0.025,0.0,0.0,Dec,2,2,3,3,Returning_Visitor,False,False
6576,0.0,0.0,33.0,0.033333333,0.1,0.0,0.0,Nov,2,5,3,20,Returning_Visitor,False,False
6577,0.0,0.0,159.0,0.0,0.022222222,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,True,False
6578,0.0,0.0,9.0,0.0,0.05,0.0,0.0,Dec,3,2,3,10,New_Visitor,False,False
6579,0.0,0.0,199.5,0.127272727,0.142424242,0.0,0.0,Jul,3,2,1,1,Returning_Visitor,False,False
6580,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,False,False
6581,333.8674242,121.625,1406.917424,0.017567568,0.021302211,20.74810067,0.0,Nov,3,2,6,1,Returning_Visitor,False,False
6582,0.0,0.0,31.0,0.1,0.125,0.0,0.8,May,3,2,7,13,Returning_Visitor,False,False
6583,279.5,0.0,426.0,0.0,0.014285714,0.0,0.0,May,1,1,4,2,Returning_Visitor,True,False
6584,268.0,84.0,1679.666667,0.012,0.026,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
6585,0.0,0.0,798.3,0.026086957,0.047826087,0.0,0.0,Aug,2,2,5,1,Returning_Visitor,False,False
6586,0.0,0.0,304.0,0.0,0.018181818,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,False
6587,25.5,0.0,914.2294372,0.013636364,0.025762987,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,False,False
6588,15.2,43.4,94.2,0.042857143,0.05,21.58031621,0.0,Jul,2,2,3,1,Returning_Visitor,False,False
6589,0.0,0.0,849.8833333,0.012698413,0.032063492,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False
6590,0.0,0.0,707.7,0.025,0.084375,0.0,0.0,June,2,2,6,13,Returning_Visitor,False,False
6591,171.5,0.0,2416.060484,0.007699443,0.036664764,0.0,0.0,Nov,2,2,2,1,Returning_Visitor,False,True
6592,0.0,0.0,54.5,0.0,0.066666667,0.0,0.0,Nov,2,5,2,3,Returning_Visitor,False,False
6593,163.6333333,294.0,1979.3,0.002325581,0.024224806,19.73335395,0.0,Nov,2,1,2,2,Returning_Visitor,True,True
6594,4.0,0.0,152.6666667,0.033333333,0.083333333,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
6595,0.0,0.0,5764.366667,0.032258065,0.055591398,0.0,0.0,Mar,2,2,7,10,Returning_Visitor,False,False
6596,0.0,0.0,51.0,0.0,0.1,0.0,0.0,May,3,2,3,3,Returning_Visitor,False,False
6597,27.0,0.0,1486.666667,0.0,0.013809524,0.0,0.0,May,1,1,1,1,Returning_Visitor,True,False
6598,16.66666667,0.0,63.66666667,0.088888889,0.122222222,0.0,0.2,May,1,1,4,15,Returning_Visitor,False,False
6599,313.0909091,516.0,3083.050977,0.001494396,0.009733401,8.868449011,0.0,May,2,5,3,4,Returning_Visitor,False,False
6600,144.8333333,0.0,1007.233333,0.0,0.027586207,19.57059225,0.0,Oct,2,2,1,2,Returning_Visitor,False,False
6601,0.0,0.0,166.0,0.028571429,0.071428571,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
6602,0.0,0.0,16.0,0.0,0.033333333,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,True,False
6603,81.75,0.0,4838.29406,0.003046557,0.022523524,0.789591795,0.0,Nov,2,2,2,2,Returning_Visitor,True,False
6604,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
6605,0.0,0.0,1098.5,0.066666667,0.1,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,False,False
6606,0.0,0.0,308.1666667,0.083333333,0.095,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
6607,0.0,0.0,1737.016667,0.034482759,0.048357964,1.444763592,0.0,June,3,2,4,3,Returning_Visitor,True,False
6608,60.16666667,0.0,2322.866667,0.011764706,0.028431373,0.0,0.0,June,2,2,2,1,Returning_Visitor,False,False
6609,0.0,0.0,344.4,0.023529412,0.052941176,0.0,0.0,Jul,2,2,2,4,Returning_Visitor,False,False
6610,0.0,0.0,13.25,0.066666667,0.133333333,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,False,False
6611,0.0,6.0,2782.75,0.0,0.005128205,0.0,0.4,May,2,2,9,2,New_Visitor,False,False
6612,0.0,0.0,1202.75,0.0,0.004545455,0.0,0.0,Dec,8,13,9,20,Other,True,False
6613,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,6,4,Returning_Visitor,True,False
6614,9.0,82.0,3148.173939,0.021875,0.039475088,3.323971324,0.4,May,3,2,8,13,Returning_Visitor,False,False
6615,95.83333333,303.65,438.3833333,0.0,0.016666667,0.0,0.0,June,4,1,1,2,Returning_Visitor,True,False
6616,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,False,False
6617,0.0,0.0,1025.0,0.042857143,0.066666667,0.0,0.0,May,4,2,1,13,Returning_Visitor,False,False
6618,55.0,0.0,376.5,0.021052632,0.040350877,0.0,0.4,May,4,2,3,11,Returning_Visitor,False,False
6619,64.0,0.0,619.4,0.0,0.007142857,42.89057143,0.0,May,2,2,1,3,Returning_Visitor,False,True
6620,331.25,365.25,267.0,0.0,0.021428571,0.0,0.0,Dec,1,2,7,3,Returning_Visitor,True,False
6621,1130.502941,261.6333333,2559.898333,0.015789474,0.017422643,20.30438949,0.0,Mar,1,2,1,2,Returning_Visitor,False,False
6622,3.0,0.0,273.0,0.035294118,0.070588235,0.0,0.0,May,3,2,1,6,Returning_Visitor,False,False
6623,0.0,0.0,1056.658333,0.005882353,0.041176471,0.0,0.0,Dec,1,1,1,8,Returning_Visitor,False,False
6624,111.0,5.0,5396.264881,0.003928571,0.013640873,7.513426372,0.0,Nov,2,1,1,2,Returning_Visitor,False,True
6625,0.0,37.0,4112.394444,0.007123288,0.022355057,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,False,False
6626,79.75,0.0,73.5,0.04,0.077777778,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
6627,102.5,0.0,64.75,0.0,0.027272727,0.0,0.0,Nov,2,2,5,2,New_Visitor,False,False
6628,0.0,0.0,364.1666667,0.020689655,0.01954023,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
6629,0.0,0.0,41.0,0.04,0.08,0.0,0.0,Dec,2,5,1,1,Returning_Visitor,False,False
6630,0.0,0.0,710.0,0.003846154,0.017521368,0.0,0.0,Aug,3,3,4,4,Returning_Visitor,False,False
6631,0.0,0.0,0.0,0.2,0.2,0.0,0.6,Feb,2,2,3,2,Returning_Visitor,False,False
6632,333.54,0.0,568.1,0.0,0.0125,19.63031016,0.0,Nov,2,4,5,2,New_Visitor,False,True
6633,15.8,97.8,1213.65,0.005405405,0.024324324,1.273317415,0.0,Aug,2,2,3,2,Returning_Visitor,False,True
6634,0.0,0.0,136.6666667,0.02,0.12,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False
6635,0.0,0.0,108.0,0.0,0.05,0.0,0.8,May,3,2,3,2,Returning_Visitor,False,False
6636,6.0,0.0,199.5,0.016666667,0.05,0.0,0.4,May,3,2,4,2,Returning_Visitor,False,False
6637,0.0,0.0,591.25,0.041176471,0.078431373,0.0,0.0,May,3,3,8,4,Returning_Visitor,True,False
6638,1005.608333,0.0,732.3448718,0.0,0.015675676,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
6639,28.25,0.0,128.5,0.030555556,0.085119048,0.0,0.0,Nov,3,2,3,6,Returning_Visitor,True,False
6640,0.0,0.0,382.25,0.018181818,0.063636364,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
6641,0.0,0.0,929.5833333,0.016,0.0296,0.0,0.0,Dec,3,2,4,13,Returning_Visitor,False,False
6642,57.0,0.0,724.0666667,0.007407407,0.017283951,32.98533333,0.0,May,1,1,1,4,Returning_Visitor,False,True
6643,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Jul,3,2,9,13,Returning_Visitor,False,False
6644,0.0,0.0,87.0,0.0,0.033333333,0.0,0.0,Nov,3,2,4,11,Returning_Visitor,False,False
6645,0.0,0.0,33.2,0.133333333,0.166666667,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,True,False
6646,101.3333333,693.5,9119.885413,0.00441989,0.021627971,0.686565227,0.0,Dec,2,2,3,10,Returning_Visitor,False,False
6647,0.0,0.0,1148.5,0.0,0.019047619,0.0,0.0,May,2,4,8,4,Returning_Visitor,True,False
6648,0.0,0.0,0.0,0.2,0.2,0.0,0.6,May,1,1,1,3,Returning_Visitor,False,False
6649,104.0,0.0,152.5,0.028571429,0.057142857,64.95645099,0.0,Dec,2,13,9,20,Returning_Visitor,False,True
6650,0.0,0.0,102.0,0.0,0.05,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
6651,203.5,0.0,296.55,0.0,0.02,0.0,0.0,May,1,1,8,2,Returning_Visitor,False,False
6652,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,2,5,5,1,Returning_Visitor,False,False
6653,0.0,0.0,205.0,0.0,0.05,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
6654,195.3166667,0.0,1063.95,0.0,0.019047619,54.24886418,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
6655,664.0866667,18.5,1494.053333,0.021212121,0.028542569,20.35484005,0.0,Nov,3,2,1,20,Returning_Visitor,False,False
6656,100.0,0.0,246.1666667,0.0,0.025,0.0,0.0,Dec,3,2,8,2,Returning_Visitor,True,False
6657,69.0,0.0,533.0714286,0.0,0.026923077,0.0,0.0,May,2,2,7,2,Returning_Visitor,False,False
6658,7.5,0.0,3060.055556,0.024623656,0.03604734,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
6659,0.0,0.0,0.0,0.0,0.1,0.0,0.0,May,2,2,1,13,Returning_Visitor,True,False
6660,268.95,153.0,5286.587577,0.002959159,0.018209889,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
6661,0.0,0.0,122.1666667,0.0,0.02,0.0,0.0,Nov,1,1,1,5,New_Visitor,True,False
6662,58.4,24.2,503.2666667,0.018181818,0.036363636,24.72209216,0.0,Oct,3,2,1,1,Returning_Visitor,False,True
6663,102.5,0.0,97.0,0.0,0.011111111,0.0,0.0,Mar,3,2,1,9,New_Visitor,True,False
6664,0.0,0.0,1200.5,0.002298851,0.017816092,17.98756852,0.0,Dec,2,10,3,6,Returning_Visitor,False,False
6665,0.0,0.0,100.0,0.0,0.1,0.0,0.0,Nov,2,2,3,3,Returning_Visitor,True,False
6666,0.0,0.0,231.5,0.036363636,0.072727273,0.0,0.6,May,2,2,4,3,Returning_Visitor,False,False
6667,0.0,0.0,140.0,0.0,0.033333333,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
6668,0.0,0.0,2300.891317,0.0,0.015730379,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
6669,0.0,0.0,912.4348485,0.0,0.026839827,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,True,False
6670,12.5,0.0,769.9928571,0.0,0.004081633,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
6671,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Dec,1,2,3,1,Returning_Visitor,False,False
6672,0.0,0.0,1232.02684,0.0,0.001666667,173.4697917,0.0,May,2,2,9,2,New_Visitor,False,True
6673,75.66349206,0.0,35.92777778,0.0,0.056481481,0.0,0.0,Oct,2,5,7,2,Returning_Visitor,False,False
6674,0.0,0.0,950.0,0.0,0.011111111,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False
6675,0.0,0.0,14.0,0.0,0.1,0.0,0.8,May,2,2,3,3,Returning_Visitor,False,False
6676,0.0,0.0,1433.083333,0.005,0.02575,0.0,0.4,May,2,2,1,11,Returning_Visitor,False,False
6677,29.81515152,0.0,7190.547947,0.001396161,0.014604116,39.29216261,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
6678,25.4,0.0,2958.5,0.005405405,0.021846847,5.677286486,0.4,May,2,5,2,3,Returning_Visitor,False,False
6679,0.0,0.0,1731.5,0.0,0.005263158,17.22281788,0.0,Nov,2,2,1,2,New_Visitor,False,True
6680,0.0,0.0,749.75,0.0,0.016666667,0.0,0.0,Nov,8,2,1,10,Returning_Visitor,False,False
6681,66.0,0.0,229.75,0.021052632,0.031578947,0.0,0.0,Mar,4,2,1,3,Returning_Visitor,False,False
6682,0.0,0.0,872.5916667,0.0,0.001212121,0.0,0.0,Aug,2,4,1,4,New_Visitor,True,False
6683,0.0,0.0,1294.566667,0.035,0.067,0.0,0.0,Oct,1,1,1,1,Returning_Visitor,False,False
6684,0.0,0.0,54.4,0.066666667,0.133333333,0.0,0.0,Jul,3,2,4,3,Returning_Visitor,True,False
6685,87.33333333,0.0,1470.853037,0.0,0.009683372,0.0,0.0,Mar,2,4,6,3,Returning_Visitor,True,False
6686,68.33333333,0.0,1263.864951,0.007906977,0.025721669,14.94379331,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
6687,0.0,0.0,321.9583333,0.0,0.022222222,0.0,0.0,May,3,2,6,5,Returning_Visitor,False,False
6688,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
6689,0.0,0.0,139.8,0.066666667,0.091666667,0.0,0.0,Aug,3,2,1,13,Returning_Visitor,False,False
6690,262.1212121,0.0,7468.860173,0.012900188,0.020948132,3.014025584,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
6691,39.875,414.5,4937.639583,0.002173913,0.005857488,25.57242933,0.0,Nov,2,1,1,2,Returning_Visitor,False,True
6692,30.0,0.0,204.1666667,0.028571429,0.048412698,0.0,0.0,May,3,2,8,4,Returning_Visitor,True,False
6693,0.0,146.0,1249.216667,0.015384615,0.029102564,15.33867021,0.0,Aug,3,2,3,4,Returning_Visitor,False,False
